id;duration;y
155e81f2-e224-459e-bad9-04a88f2c0ee3;6;no
5b32033a-42b7-4abb-9ec1-e5a76069593d;252;yes
7be8ca52-ccd1-49eb-bb44-7b7734b2f059;357;no
ca691eb7-1e22-4cc4-9c09-bdc749e7483f;133;no
3bfcc6a1-c81d-40b0-b461-f85d4b13a34b;119;no
64ff4be9-173d-42e3-a3db-b9de891b958c;99;no
ff1930c2-d891-4476-a754-ed45a6414865;192;no
419a7f40-9d24-4643-a3d7-df3d8bdb1f3b;585;yes
5afb1203-1246-4cfb-9dcb-1274bbb5b1be;326;yes
f14c82bd-e170-4a7e-9708-b6b111478315;235;no
cba9cc58-97e9-4c0c-bc25-f7bf8caada89;491;yes
e2e4764b-7fb7-47a9-b93b-6708d1bcef63;246;yes
2698ad46-6438-4810-b444-b692394dfff8;317;no
1d48f143-2d85-4e38-88b1-6675a7851315;301;yes
f58444d5-ac13-45e2-9f5f-9f0056532b20;174;no
eead53d3-061b-455f-b7ad-78a32af08d6f;322;no
354c2682-9351-4a47-8ce4-598fab59df1b;509;yes
9321264f-798b-4406-8db9-1e9a173c43ce;219;no
86481f38-66a4-415d-b1a8-3fb96c0beb27;786;no
294d1d21-b678-4399-a869-1c86cf6ed288;72;no
a92245b8-19df-408f-a5d1-42ab0cf6c86c;181;no
ce3fa928-4f70-4475-8470-03ba6d8142c8;158;no
01d9591a-95bc-4b0c-b1fc-9615bbdcb4c6;212;no
894e6c23-5dee-4194-951a-a714e1f41d71;6;no
080337e2-55ab-415d-9812-71b617d71138;187;yes
33725c59-05cf-4323-8b38-030fac9f5aab;106;no
51788f90-c61c-403e-9734-46919b9aa600;1176;yes
63d687f2-3f8d-49ba-a043-5291e786001d;130;no
38c0ac78-e46c-4806-afa2-98d11a738629;209;no
326cb6a8-6f80-4d3e-9971-47c3516c2b76;567;yes
5ffd8bb4-4ea3-499a-903b-77c6fdde93f8;333;no
d10f3111-eb23-47e5-b579-fbb5486910bd;310;yes
0dcbe04e-c503-48aa-b08e-86b75cf2633b;464;yes
f0b61b5c-78cb-4703-be1f-69aa494f2286;509;yes
114755bb-edd0-42f6-ba8a-b19e21144ac6;252;yes
007887d7-cacc-4d8e-acaf-9d4385bbcba9;170;no
3c7abdf4-307e-4338-810a-5ba623c59099;526;yes
d6554e6e-1ae5-4ed4-ad6d-9e8f9798067b;222;yes
a7a5db53-cf66-4c51-ab92-3344c5a5e7d7;180;no
9d2d74fd-ed2f-46c7-a741-c9be43064a43;102;no
060d2312-2097-424e-b978-1987085ae56d;95;no
ec7cc8c1-efd6-4001-9b4e-ed81ce7c4312;767;yes
6c8dd1b6-984b-4bec-804f-4e475ded60b2;138;no
943227f2-fc85-47c3-9aac-da6349053e5a;338;no
6738deeb-225f-42fb-96d3-685e12a42fda;159;no
8d9657bb-e8dd-4c74-b6ca-c6a8ef915de9;133;no
bddae6b5-2f86-4241-bbe7-9416e1161a3d;192;yes
73936326-9bd4-49bc-a0ee-d5564e93d77b;218;no
75d8862f-5bae-4857-b6c2-ef6f1b7704ef;337;yes
d7796f6f-0c4f-4a0d-9c93-4ea30407c8fb;898;yes
5410dda7-c0d7-40c7-9133-6cac3e6acfaf;178;yes
47cebae1-2e78-470b-9d7a-9383d30a840e;268;no
6a5c06f6-aec4-45cd-a97f-f4dc91c18e2b;621;yes
bb903d97-16b7-4c1e-8a28-792983ef7dcb;7;no
2264ae3d-7c87-4a13-9fcb-89a9a833b291;5;no
469d294f-9768-4cfe-8dac-4fa0ade93135;238;no
cdf44701-a7e9-49b5-ad32-5be515ff220c;487;yes
585eb842-afc1-4f8e-8305-f1ad8327df6a;139;no
2910de7d-bda8-498d-a61c-d995d801fa09;316;no
c09652b7-1977-40b0-830f-91e889945ec8;150;yes
0ddeee23-d6e2-42cf-a6c1-bb5e2b233a67;411;yes
c90eb2e2-f358-4fdd-8df6-9d9c8b595fda;235;no
c8d4b45c-06df-441f-882e-9bd1157e0f3c;453;yes
6595b9db-0e66-430b-9639-ecee7522e586;178;yes
939c6dd0-d219-4b21-a3d7-39fa3088d494;262;no
832cbaf8-e50e-4ae0-b04b-86aae3793db7;1032;yes
9a222064-7c61-4952-a0fe-949f789428e3;759;yes
9c4fd63e-4009-4453-8807-1a6e764639d6;549;yes
70934963-c146-4b78-a4b3-42de1a1315f5;201;no
243bd9e8-572c-4991-8891-67a3420dfc3c;330;yes
08988f2b-e694-47b6-8eb1-073453823e59;212;yes
b3571b0c-2091-4a07-bd79-7d441f6012ec;256;no
c035bd74-6f7b-4f15-ab3f-b2ee7afcfd31;339;yes
df305c21-9657-49d3-aa70-31c05dfa3803;738;yes
0fc9e09a-17b5-4b80-902b-02d5f70b36ce;394;yes
2fc9ce15-2494-49ee-addf-5eba6d272823;716;yes
083b6140-e13e-4679-85c9-01a2c664f26a;234;yes
e703b0b7-8c18-441d-97a8-925cc472ca65;168;no
630bb96f-d495-45db-8630-38921b8da154;380;yes
78b753e3-58e0-4ea5-852d-9d0036bef196;84;no
22081880-2cde-4a20-a935-f43d88d50e41;142;no
354540bd-84f4-4d04-ab9d-b86d8477e284;554;yes
250d7724-f2cd-4a74-8944-8ee4ac2b4b90;344;yes
1a708350-5e14-479f-af4c-4f259bcfe539;608;yes
832a5138-884d-438c-9dc3-7ed2628dfc2c;92;no
4c64a404-d55f-46a0-9017-4db98098e6fa;83;no
768d7561-3a61-4396-870d-3255a1db81e3;225;yes
16fff5c0-97b6-4d0c-a66a-68aed3506615;189;no
9f8f2396-2621-4511-98be-65079a42202b;304;yes
32d75b46-2557-4230-9c7c-23d1acee299b;400;yes
632a6ea2-2021-4757-9bd5-d41bbf31fcc9;182;yes
46dd3eaf-1beb-4deb-8ae3-59c49b451466;253;yes
965379cf-c733-4f11-977d-6b08a70e7b17;254;no
435e4120-a6e2-4dab-8e0a-321ac94bce6c;324;no
f1170221-c84e-4672-8763-523d165675b2;226;yes
1142a1a6-7b7f-44fc-b63e-7fc4f60ab74d;297;yes
8a6cc9cd-4bc2-43b2-8ab9-b32fe6a22599;215;yes
80408531-8123-4b4f-bf04-8f2765051346;129;no
4d7241de-d65e-4318-ad15-8228f7deb82c;211;yes
9d4f89fb-719f-41db-b6a6-98050aeeac30;293;no
c5c97933-97de-4ef9-be56-d251929dd568;318;yes
ea752b93-37cb-4adc-abd7-974d7c0b2ad2;196;no
e64fb823-3270-4233-8a99-863b60944f94;604;yes
1da433bd-b184-4b31-a530-98aa004f0762;238;yes
85d6b7b8-821f-4414-a902-6270f5abbdc1;17;no
f6bf9b84-5e27-4689-ad32-b877ee698852;701;yes
c88dd8cf-b619-4765-a039-1e67065feb79;711;yes
be31f767-4403-4db7-9486-480c53be02cb;223;no
24ad37e0-5683-4f8e-a315-47ba0485cf3d;882;yes
b1c6dab6-1e96-4a70-b891-29b72225deca;409;no
b4a284e0-8fe6-43d7-b3f4-1401ea170058;508;yes
4b2280ef-053e-4da7-813f-38c92ab814d1;184;yes
90928672-69e6-452f-bbe4-c7f76059eae3;170;no
bbf6343f-52ad-4420-8138-4a7ba923ffb4;255;yes
3c9d5ba2-3ffd-4fc1-bc7f-f4ff39eb1b74;258;yes
01694ce7-3ebe-4586-8cda-3a2aacaba5ee;71;no
cbbf8990-c67b-4288-999c-c9d01defe17f;18;no
efb38f09-4ea0-454f-946a-2def914ab6f5;188;yes
021d6f54-bb4c-4d86-9efb-5044f4b8211f;176;no
2f694136-5c01-49dd-a28f-a4e9eb67c7e1;159;yes
fd5ffd63-b740-4748-92d7-fb3ef7dac0f8;240;no
cc8e34cd-4c83-478f-9336-53aca1bd1025;360;yes
b5cba9fd-58d6-4a4c-84cd-67f053833d71;119;no
ca76fec1-b1d0-42ad-a521-12a61f677469;230;no
2167e669-6ceb-4723-bbb8-885d9501d0bf;207;no
8f2d3ce1-6e79-4e8f-acfc-14a279504744;120;no
3276c564-8bfb-44a5-b742-75d48b0d489c;137;no
870b9140-ae20-490a-82f1-9f9b43847d01;507;no
b60c93e3-3718-482e-9e94-bb6db3ede44d;106;no
abc86039-570a-4201-814e-a039004d047b;148;no
fd1cb709-fb31-4e35-88c4-b1ade57e7dc2;212;no
41a10d68-dd0f-425e-a4f4-3eec7e2e1384;141;no
7e7db8b5-bebd-49cb-bf22-0f8ca9bc3e63;742;yes
23aa214c-e277-4347-9d0e-79e450f19f55;449;yes
d394a841-3a1c-4734-b821-1848f4f8960a;282;yes
88e633d5-9080-4c0a-b37b-c8de10f48023;354;no
ad9a1f9a-6bf2-4467-91f9-175c7dccf695;326;no
7395e06f-a20b-4cc0-b62b-994b4d71fec4;283;no
2c11cfee-8d43-4c5b-a002-47270a3b4789;301;no
28379913-190f-469c-a640-d6bd38fac08a;467;yes
8ec065d3-118a-45df-af6c-4fcd85e8c8af;600;no
682ed2a9-3543-4234-ad3f-c519f81d3129;334;yes
7b5f3bba-9dcb-4c89-8f62-015dc67d514f;137;no
a654bb54-3805-4dd8-9bdb-d9e3c3c51b48;111;no
45885556-006b-4500-a99a-787f1c1df49a;394;yes
ee4eb259-2593-4ad7-8532-7972c275f2b8;301;yes
4607abfc-bea3-456f-80cd-133e242caa1c;212;no
b63b359b-4207-4566-92aa-dcfba1b77122;228;no
ce238ceb-33be-4706-a2e5-c27c58e59181;404;yes
7b8feda3-77ce-457f-9135-5a07d2a0fa27;164;no
4828b0fe-3eda-44eb-a3e3-33e36616bc37;182;no
bcc18a92-3588-4e22-910d-eb2aa7bd4443;98;no
f6073cd4-d630-4e88-b5b0-2ef6bdebdccb;223;no
27f0a02c-2e35-4c44-89db-84a284fe42a1;134;no
38ff2d38-7683-411f-afc3-9617d1d611b3;289;yes
531b1efd-ffe2-4abf-94da-d16b7dc4f370;357;yes
b1534825-b0dc-4f8c-8fab-81b18a175656;482;yes
55668c15-2d9f-4f9f-8fa6-55483907d288;413;yes
9d871cb1-bef6-43c9-a9ba-fbf051c15059;319;no
cb97b4dc-70a7-4627-bb3a-d4bad117cb36;414;no
7a4aff20-394a-4367-b929-33dd1d163515;199;no
1cc1dc22-aac4-49b3-9e7d-8bc09d2cfed7;191;no
2f62bacd-6989-45e0-8023-6f33f801208d;74;no
2a01bdad-2f04-4e33-8852-fc8733a4ec48;128;no
5ea5c163-93ac-4dce-8e5d-7601dbe99bf1;78;no
cfb29e0f-0a4b-4552-8356-879b873eee35;138;no
6b2cf4e5-c74b-4eb9-9987-ceec0d82ccdf;200;yes
cc5df4cf-d0d3-4620-83a3-d0a9013c40a0;173;no
951af5b3-04a6-4962-a0f3-9521ef6df1ca;173;no
72640e88-720f-4da8-8140-7f352553a1b1;206;yes
031a54f9-81ee-4629-8074-0026e2e119c6;787;yes
9e215922-b5f0-4e2e-85cc-e41c467b3b10;262;yes
a8867971-3779-4756-8b01-0adc6d639d35;238;yes
5bb4f2e3-3a1f-49ae-83c9-8ad0b4fc1d72;449;yes
3eb640da-a680-4372-9da7-a6978a17eb1c;162;no
b59fa509-4af0-4fb0-b563-2280c77d294f;330;yes
9b936e68-57f5-49cd-8d5a-84b5a28b2421;333;no
b3b1082b-d91e-4fcc-b7fc-5689416c394b;1166;no
cdecd391-011d-4b33-acfe-5bdab02bcb4b;985;yes
dbaa3b43-f408-46bc-b603-605584508e77;1556;yes
97e67d88-ebd1-4a94-9c76-3c6aed7a3c6e;226;yes
6d0ce1ea-f104-4827-8890-50a225d0fcb1;224;yes
437faa50-ecb7-4a86-acc0-57f415533873;300;yes
d34c2c62-0deb-4f59-a780-cc6ae0c9891d;386;yes
0c62bd01-39cc-406e-98cb-b3764e49fb49;456;yes
fddfab78-0947-4163-b488-841b770e75b9;508;no
ad1a67e9-5089-4f50-8f21-099e1467be92;260;yes
a825546d-548a-4095-826a-9ce6b54ab712;193;no
ac73250d-2c4e-48a8-90b2-a882d8590a73;597;yes
1ecdd69f-fcde-4208-9b68-67c492def2ab;97;no
20f310f8-1713-4ff8-9cd5-38ca485084e9;244;yes
50f21102-9bbf-4ada-9606-1f9bba031962;222;no
c6c1eb7a-858b-43ff-9fe9-5fb4f3222a67;200;no
7e4aa394-8a59-4db6-b191-38d12b97b618;419;no
3d335c38-6592-408a-9ba2-065d3bf11988;344;yes
bc16c382-72b8-4c4f-bada-20200ba89be4;202;no
1e084159-5c26-48ef-adf9-77e131018d29;237;yes
0aade194-c228-4a9f-b5c1-6499747a5725;315;yes
fa1acb84-239c-4b20-966e-4d920687da9a;741;yes
1de5ed87-8d5e-4a07-9edc-cdda17407b16;127;no
9e570348-4e44-4160-b17b-02c6ad9327ec;92;no
97a7697d-ea0a-491d-ba8b-c337e0e6de08;528;yes
e21c4985-b1cc-4894-bcc7-f99f15eb00fe;252;yes
d70a3e87-25dd-407c-bd7c-763846f7a4cd;712;yes
e2a5d57e-5ca8-4e98-9788-636591e49549;397;yes
44e4d999-a2a1-4623-b597-ee2c8665646b;324;no
2ba98fc5-3623-4794-8dc3-c823d89634ae;371;no
2e89bd4c-fcd3-471f-97bc-a4e9e658480a;526;yes
c5cf5b8a-6792-494e-9028-93312ccbfddc;112;no
0499c3ee-b082-443d-8482-396033e8fe23;655;yes
2307e0f1-aa28-4a74-bfd7-34233faeeb4c;185;no
fa71f124-8569-4526-8d25-cb8ab1d1f49a;152;no
c5f1240d-d1ce-4d64-b20b-c351c9b40e79;545;yes
508128cc-61ca-41a8-a536-6d86cc0f06fa;159;no
71d64ce0-b1e2-473b-a619-9b6ebd31b6fe;363;yes
7c2dc7dc-ddea-4cdd-8474-72f8edf9320c;514;yes
8cf49fb2-b760-479a-a187-c404dc40fb1f;843;yes
8391d419-ed40-4619-8583-77ddf474694a;510;no
2ae691fe-0793-466d-b6d8-303390f9a4b8;347;no
5b476058-15b7-48e4-a922-c18a82c42c31;385;yes
8bac8093-abd1-4d18-b9b5-7156e552f627;1868;yes
89fba7c8-8c84-4e8e-a6c5-8cb1c1dceae2;403;yes
a7aa640e-c910-4f9a-831e-9ebc5ade6165;651;yes
c3d22c42-b969-4e01-84e4-8cb22a159904;236;no
6cf41ad8-d8da-405f-b3e7-83a1a8713709;144;no
1934a828-3f35-4208-b6fe-c41b6b041443;154;no
9a3f67f1-73a8-4a94-9816-8fae8029b197;293;no
e1ba3e12-5b67-4756-a10a-d2b4b266d066;112;yes
0951a256-d1bf-4ea6-8fee-ede6b2ae669b;353;yes
98961962-6752-4771-96f3-7f6ae4bb045c;329;yes
6433fcd5-65f2-49b7-a139-be880b56d037;208;yes
cfd3cdc4-0a96-4034-9137-5c681e2572a4;180;no
f8b57f2a-fa2c-4fda-8d0e-d1d1c53eeea1;360;no
c805f68e-2e7a-475d-a898-fdf235d3b135;124;no
34cc9ec3-e191-43d9-af8d-d6b1ea4702ba;483;yes
0ceef8de-2e30-4af5-92a6-40b30bdee249;151;no
535f9cfa-df66-4e00-aba5-2f110b91ec7f;254;no
eda26539-d26e-4cac-b474-e72dd7df2fed;281;yes
b2f20c2c-9e7d-4e02-8d8d-3703df437af6;112;no
e6544a6f-211e-4356-a039-413ef5230c1a;334;yes
8f7701a1-4f6f-43c4-8c86-a7ebef0692f6;383;no
31d31695-1fdb-4fc8-bd98-d6ab18bfe11e;189;no
a091bee5-d48b-49cb-8846-271e51cbb529;442;yes
a387a120-0bfd-456e-9d0b-1941b0fb5588;239;no
433be135-270c-4cbb-8bf0-c224242d8632;428;no
fd316e3d-1b15-45ca-9686-1c9fe94179ec;132;no
52810b6f-7b2d-4f80-9491-28e0f48bc277;159;no
a2b89224-b520-49b8-bbda-9b04467da889;87;no
fa334a4e-bb71-40f1-aeb4-edc8a1cebf76;397;no
e1696a49-9761-4d3c-a893-7b563fabf8dc;1013;no
4e935128-0efd-46ea-9298-e8f41853acea;300;no
c2007191-6895-4d15-8a3b-1ce48fb52104;155;no
2813683d-045a-41f3-8684-2611cb2e01fb;196;yes
1518c1b1-26ce-405c-8fcf-216900fc1dfb;868;yes
690de140-2366-4654-b86f-e44de9032c33;25;no
c81b64b0-a776-4d3d-8e56-2a7dc6cd1f3b;90;no
758be32e-26f9-4557-a7ba-12bfa4986659;100;no
e35aca91-4536-4793-ac88-39eb320b5145;245;no
4312e323-2407-4f6f-bbc1-48d4c55d3212;209;no
9bfa74b7-f1ae-48d9-b66c-9b9af8cd89df;317;yes
95490230-1f7c-47b3-bf91-c63134dd1233;341;yes
4b4e9850-f302-4306-afbe-8d5cab24b422;486;no
bb1b827e-f6a1-465e-a6e2-79261be2740e;135;no
182c3d7d-75b7-4831-8e18-8f4d29f28bd5;308;no
df7602db-f14b-4bd1-ad4e-7fa3a2c795a5;109;no
34ad786b-c8f1-469e-a6a5-d46e2fbf2da3;141;no
b1d0d340-170c-4d6f-bcfc-09b0ef546b74;428;yes
8addd3c5-9fa3-4aae-bdf3-93bcb691c9a9;226;no
92753e6e-b18d-49ad-bc55-6c0e08fc4263;258;no
f87e770b-59d3-4cbb-be2b-24d20a97c448;249;yes
cd7ce250-f8a1-4c62-b617-7e071794e070;224;no
7a4ea6b0-a1e9-4750-8b5c-44e1ff7b1f76;482;yes
bcb31ded-fc2a-4674-aeda-656f9fd9f253;481;yes
37444b74-594d-4a88-b270-5e32ec4c363d;187;yes
6d4edc12-c4fd-4323-ad51-0f84a25a3497;261;yes
375c9c15-0c40-45cf-8dd6-ed4c5a545e31;279;yes
8d8301e9-c270-4d28-9952-06bc0b87cf0c;113;yes
626dba17-e869-4279-a857-cf659bf59756;326;no
dbac3c2c-85f0-4245-aee8-c23294adfe93;172;no
7c23471e-a38d-4323-8bab-21acf3bd778d;654;yes
e1503e5e-d178-40c0-ae4a-6cc7bfea3cd0;676;yes
e59d8252-bd76-490b-8c18-4b857421cb24;592;yes
c18d8210-b6fc-41d7-84ca-26f6a6f188bf;263;yes
468000fa-3ce5-48a6-a708-7a3473e0cfbc;771;yes
1a6a6ce1-41a7-46f8-a136-f333a200ebad;288;yes
a7dc2377-f844-4000-863a-5b1cc34e59cb;453;no
53a372e3-87d0-419e-8294-9e482580f1bb;182;yes
3eb7a66a-c51d-48b2-8d51-cb0923bb95cc;560;yes
d71dcc96-1b97-4944-a4a2-ef5673bd1165;651;yes
2cb5330c-9eba-4676-a50e-38cecb417a2b;178;yes
00631ce4-0dd9-4f2d-80e4-659bd63d2343;250;yes
47eab7ad-ce26-492d-80e0-2c56fdd2c1f2;288;yes
0cd2a736-8da6-4a8c-98c5-afc28cb4a1e7;180;yes
648e0a7e-0645-4d3c-b87b-ba2fa371c5df;156;no
67e467d8-909d-4759-b68b-95256d20ef1a;198;yes
b0ca4b50-c2cc-4f66-abf9-a23ba1780428;139;yes
77c5f399-732c-4a8f-a0aa-5be0b6d95ad9;199;no
e9cdd985-be3c-4bad-8b56-7581bd31b23b;253;yes
66db39af-3fcd-4c21-9de9-060247720f45;261;no
37772e3f-8501-4149-bc6c-431cfeeb3b18;296;yes
90c3539e-e690-41d1-b763-f046df277645;153;no
48b6cdfb-164e-4766-8f21-7adab8b24174;250;yes
c6476167-717b-4236-bd16-e50f4b7962cc;111;no
172b6bf8-1d6d-4dff-b4f8-0c2c7c6b6465;561;yes
45530389-9a45-42e6-9ac5-8432d4b72ca0;118;yes
e7557167-7ca2-467a-b8b1-c79a3679a660;470;yes
4acb142c-452b-4bff-9d91-48ad00bdb7db;191;yes
afdedf95-cfd4-4547-a66b-79573a26b4a9;297;no
d09c4496-0567-4fb1-a767-52fe6f864722;153;yes
82624454-e750-468d-acc3-346d77a718b1;293;yes
3190f531-6cde-4d7c-8d71-28a7e1fc2dac;510;no
20bda9d9-5fb5-421e-8170-951f88c9f8e1;231;yes
3a03ae79-9a38-474a-b015-87359ff5f6c5;329;no
6924ed5b-86ef-4b71-8334-f8f35884d6db;508;yes
33d02b3f-9914-4b08-bbe2-545226a8cd2c;382;no
3c771438-89af-477b-9e85-70ebe0387212;203;yes
ac7ab408-4237-4cf9-bac5-81057e95a968;544;yes
a479a068-d541-478c-9d92-ee7eb1f7fbe1;224;no
79e0f804-8eca-4a6c-b9dc-9c5291fde577;272;yes
5deb972d-114e-4550-a6b7-6b4cf7d76ea4;172;yes
3fe9244a-80f5-4d07-aa74-199725bc7ee0;492;no
a04a7784-b103-48a2-a862-388a084d24c9;250;no
83d65843-8d07-4017-b8f7-f839b1646f9f;374;yes
2c305c24-3e76-493a-9dbf-8f809c406592;306;yes
893846fe-466c-4271-867a-972e80de81aa;318;yes
a4c9fd47-bb3b-4704-bb16-88608e07b6ae;375;yes
2835d4cf-7e08-4358-9490-fe32c10ddeae;324;yes
83f61b23-af33-4e65-8a06-71e0e7aac914;200;no
f7a85ad4-5ae8-4ea4-b471-9d5572f0690f;736;yes
498f82f9-59fa-41c1-9e43-34ff4d3ce956;134;no
f85cb7bd-9048-4b52-b3fc-ae66a4a50118;633;yes
aa46ec82-d49f-4a83-81ac-35b294ac43f4;245;yes
b015f686-c30d-4597-acee-7dc0cdce3b5d;163;no
a613a251-917c-413a-a5e0-b10e6da6d1bd;98;no
cb61b7a0-f35c-483d-9b5e-49688bc26a7f;215;yes
e1ae97e8-0c66-4a10-bfdb-2adadccb2710;323;yes
14e662b6-8cd8-4d7f-8f68-df2868784045;270;no
2fe89da5-e317-4b1e-95ce-6803423b2e0d;303;yes
e774c09e-f773-4387-9726-c12bae16ae71;137;no
20539456-074e-4f6c-b609-3fbbbf94be22;47;no
194c9970-0e70-476e-932d-0074dca8c436;258;yes
1ccd90a6-8750-4b3d-8ddb-6f5cca6cd476;562;yes
37cd7fb8-2c1a-414f-a86e-c0dcc1ba9824;218;yes
ce8bc0ed-c2a7-49d1-aad6-b2827bfdc23c;178;yes
d1ffdee9-aa43-483a-9829-c1ff096d2ed3;174;yes
1c411dc1-564a-459c-bfc1-bb93f97f69c7;160;yes
8ab7b18d-67d4-489a-8cc2-4b4afa17d0f3;252;no
3212deab-4cc6-4fa9-8f71-f72b0f9d1a7f;366;yes
cae7e240-258e-49a4-9411-5a68ebc3a35f;177;yes
6d6ff35b-40e8-48d7-aea1-f7432913574a;101;no
acde32ee-cde6-4c0c-85f7-e0a32559e90d;744;yes
32f220b7-fc5f-4bc4-9827-baa91f81454c;245;yes
f986b36e-544e-40cb-8cbc-200253357a8a;239;yes
78673fa9-e009-4fbb-9716-387038bbeceb;6;no
